store_name,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,Monthly_Avg,YTD_2025
Rocket #7450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.66,342.28,535.3,423.53,396.94,379.34,1698.05
Rocket #746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.98,35.86,20.59,67.2,75.45,51.82,199.1
Rocket #7790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.59,551.57,772.86,1421.62,591.68,709.46,3337.73
Rocket #7953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.14,30.93,40.8,181.91,355.19,124.99,608.83
Rocket #7960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.32,108.44,262.22,41.09,127.25,113.66,539.0
Rocket #7961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.79,420.41,157.7,493.4,239.21,300.9,1310.72
Rocket #7963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.55,131.6,284.31,368.78,95.18,187.28,879.87
Rocket #7964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.12,8.63,22.34,29.03,87.09
Rocket #7965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.12,730.75,581.28,969.05,821.16,676.27,3102.24
Rocket #7966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.96,444.4,606.99,891.45,605.86,550.93,2548.7
Rocket #7968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.86,224.23,300.04,430.97,260.7,303.36,1215.94
Rocket #8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.93,3.69,0.0,0.0,5.91,23.62
Rocket #9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.15,15.84,0.0,0.0,19.13,9.62,34.97
Rocket Fizz Winter Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.47,0.0,3.73,7.47
Rotten Robbie #33,34.4,162.11,433.86,308.15,283.83,390.85,384.06,376.11,229.65,273.29,305.55,239.79,285.14,1048.28
Rotten Robbie #40,44.73,19.97,25.81,53.65,66.17,91.26,176.56,469.02,196.81,181.71,222.21,201.34,145.77,802.07
Rotten Robbie #46,19.52,50.2,174.28,205.89,373.61,237.83,297.7,233.85,209.67,121.1,258.08,156.26,194.83,745.11
Rotten Robbie #60,66.87,302.7,276.99,280.98,468.73,851.84,1041.86,974.0,722.31,597.45,686.62,530.87,566.77,2537.25
Rotten Robbie #64,23.46,248.06,202.11,205.03,305.96,340.64,332.84,594.25,438.62,361.94,295.34,84.43,286.06,1180.33
Rotten Robbie #65,27.83,350.04,426.51,308.12,346.98,491.17,536.42,624.31,981.14,527.51,473.98,330.93,452.08,2313.56
Rotten Robbie #66,16.25,330.66,152.42,310.16,295.18,882.42,680.13,246.12,487.76,499.98,571.44,550.27,418.57,2109.45
Rotten Robbie #67,53.12,213.43,196.97,323.84,582.16,172.15,414.88,621.71,548.55,488.62,585.89,280.1,373.45,1903.16
Rotten Robbie #68,55.3,520.14,513.35,485.88,448.42,516.5,557.34,836.24,943.44,724.85,971.1,580.2,596.06,3219.59
Rotten Robbie #70,0.0,0.0,0.0,0.0,0.0,0.0,545.1,847.19,1088.18,1631.13,1470.43,1454.56,1172.77,5644.3
S&S Chevron,0.0,38.52,34.01,14.84,106.05,32.76,112.56,56.32,22.05,9.69,3.87,27.48,41.65,63.09
Sandri - Federal Street,61.7,36.85,130.09,113.09,212.44,213.58,293.28,282.94,386.03,276.37,263.65,169.57,203.3,1095.62
Sandri - Hinsdale Sunoco ,0.0,51.54,113.16,116.99,77.63,48.1,103.89,209.38,90.22,59.33,211.25,58.72,103.66,419.52
Sandri - Keene Sunoco,59.2,157.46,328.02,408.42,381.4,509.63,551.16,540.74,349.26,333.26,343.31,225.53,348.95,1251.36
Sandri - Lee Sunoco,18.24,158.27,140.28,124.66,82.67,163.82,176.97,62.37,145.67,126.57,178.69,129.46,125.64,580.39
Sandri - Northampton Sunoco,6.87,330.06,28.85,223.43,186.09,214.42,494.11,314.55,388.88,146.93,141.02,76.91,212.68,753.74
Sandri - Orange Sunoco,9.37,19.95,19.39,50.02,192.99,248.76,210.33,201.05,247.41,100.86,119.23,207.5,135.57,675.0
Sandri - South Main Sunoco,0.0,26.99,59.52,47.62,51.84,164.14,143.42,149.21,265.01,197.86,222.73,122.59,131.9,808.19
Sandri - StopSmart W Lebanon,14.76,189.88,136.45,180.73,367.49,294.57,259.7,186.96,424.3,95.72,340.51,267.95,229.92,1128.48
Sandri - Williston Sunoco,68.75,204.45,194.4,353.29,305.64,306.43,396.82,128.09,420.15,307.79,248.37,339.28,272.79,1315.59
Selbyville Goose Creek,5.15,0.0,0.0,3.95,17.54,0.0,0.0,0.0,1.97,0.0,15.85,0.0,3.71,17.82
Shell Emmorton,0.0,0.99,0.0,30.93,0.0,56.46,23.98,0.0,23.98,37.32,63.7,0.0,21.58,125.0
Shell Food Plaza,30.22,72.6,162.17,70.76,152.32,204.18,45.48,204.54,218.12,174.6,308.46,155.97,149.95,857.15
Shell Quick Save,510.62,3808.03,4196.03,3777.04,5964.43,5306.26,4535.06,5639.76,5880.57,3886.32,2755.2,1399.57,3971.57,13921.66
Shell Rock Spring,17.05,15.04,0.0,13.16,0.0,20.24,0.0,0.0,31.92,0.0,27.29,5.98,10.89,65.19
Shnack Pack #1,0.0,61.84,117.57,92.38,210.55,89.22,247.49,113.11,265.93,342.77,271.72,147.11,178.15,1027.53
Shnack Pack #2,159.8,846.73,1126.16,638.65,838.95,1013.19,970.23,1259.61,1026.61,1167.1,1123.75,758.87,910.8,4076.33
Shnack Pack #3,72.93,388.54,416.95,389.0,298.7,390.55,502.91,519.33,444.44,604.59,229.91,149.2,367.25,1428.14
Shop & Save Market,157.64,481.26,323.61,542.04,435.41,360.22,618.03,450.07,467.91,553.82,546.99,357.2,441.18,1925.92
Singer Exxon,0.0,43.73,29.11,0.0,0.0,0.0,14.25,0.0,0.0,4.99,0.0,0.0,8.37,4.99
Smoker's Express,14.98,99.8,47.97,71.79,129.3,77.97,115.49,179.52,123.03,72.26,118.75,142.9,99.48,456.94
South Eastern Convenience Stores - Gordonsville Market,82.59,235.11,299.44,464.28,356.04,297.31,332.23,366.83,656.65,592.79,506.52,360.19,379.16,2116.15
South Willow Market,39.76,60.83,0.0,202.98,228.29,104.96,326.39,127.56,32.91,0.0,0.0,0.0,93.64,32.91
Speedy Mart,156.83,641.03,568.5,392.33,415.44,540.69,498.23,480.51,714.39,749.73,637.81,207.05,500.21,2308.98
Street Corner Urban Market - La Jolla,0.0,17.52,89.81,230.77,29.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.46,0.0
Street Corner Urban Market Metro at Main,23.81,123.71,114.62,48.42,20.43,67.25,96.42,79.42,119.42,48.17,51.08,12.18,67.08,230.85
Street Corner Urban Market Rockaway Townsquare,0.0,15.16,24.42,19.94,13.36,23.43,16.14,14.95,29.2,0.0,16.54,0.0,15.74,45.74
Street Corner Urban Market at The Banks,35.22,513.11,686.71,291.63,393.28,667.33,722.8,706.46,589.75,605.65,832.26,271.95,526.35,2299.61
Sub Works (109 Leckrone-Highhouse Rd) ),0.0,0.0,0.0,0.0,15.26,12.87,0.0,0.0,18.36,24.67,12.97,19.14,12.91,75.14
Sunoco Battlefield,0.0,0.0,10.76,47.81,154.35,42.91,118.68,36.42,78.02,40.57,9.97,34.92,57.44,163.48
Sunoco Forest Hill,15.26,18.48,5.98,14.57,0.0,0.0,0.0,0.0,12.34,16.57,0.0,0.0,6.93,28.91
Sunoco Foxboro,0.0,18.42,6.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,0.0
Sunoco Gate House,0.0,0.0,0.0,37.08,64.73,47.64,17.98,149.51,99.61,16.34,0.0,38.35,52.36,154.3
Sunoco Town Center,69.04,716.37,431.96,620.1,276.21,669.26,583.68,441.33,207.41,174.87,415.86,438.3,420.37,1236.44
Sunoco Willard Road,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.99,89.86,123.51,37.09,0.0,51.89,250.46
Sweet Peas #03,0.0,202.59,124.88,14.76,16.86,108.77,20.97,10.27,13.56,0.0,100.42,17.44,57.32,131.42
Sweet Peas #05,0.0,13.84,23.47,0.0,0.0,0.0,23.15,0.0,0.0,0.0,0.0,3.19,5.79,3.19
Sweet Peas #07,0.0,79.16,33.78,25.04,112.56,60.87,117.57,153.19,297.0,214.0,82.92,155.27,121.03,749.19
Sweet Peas #08,0.0,0.0,18.53,17.74,0.0,0.0,17.35,0.0,16.43,3.29,16.15,4.99,9.45,40.86
Sweet Peas #09,0.0,4.55,0.0,0.0,17.62,8.07,0.0,89.47,21.47,48.74,33.93,0.0,20.35,104.14
Sweet Peas #11,0.0,163.11,66.79,23.31,158.03,64.28,126.76,80.89,134.01,204.0,113.07,88.13,111.13,539.21
Sweet Peas #13,119.12,99.37,274.71,464.41,347.26,109.68,194.38,229.56,344.01,393.95,471.75,336.65,282.07,1546.36
Sweet Peas #15,9.26,35.38,35.1,8.27,31.49,63.49,116.79,118.02,210.63,184.65,95.27,90.97,83.28,581.52
Sweet Peas #16,19.82,160.86,31.08,53.63,80.36,105.03,106.9,204.32,158.84,76.09,176.61,67.93,103.46,479.47
Sweet Peas #17,83.19,253.18,255.44,335.85,168.09,240.76,307.16,287.2,543.77,354.71,461.21,160.28,287.57,1519.97
Sweet Peas #18,134.15,306.34,531.12,321.23,378.34,278.73,422.58,666.64,620.27,452.91,612.0,340.94,422.1,2026.12
Sweet Peas #21,46.92,234.1,116.84,174.78,139.91,126.74,273.76,325.1,73.73,67.62,434.74,236.58,187.57,812.67
Sweet Peas #24,0.0,15.17,45.55,14.75,11.53,39.58,170.59,112.87,217.56,192.9,277.94,198.84,117.93,887.24
Sweet Peas #25,35.4,24.29,80.09,27.43,54.26,51.89,146.97,115.05,56.24,3.69,50.29,32.81,56.53,143.03
Sweet Peas #32,15.16,11.99,0.0,10.96,9.67,18.17,4.5,27.13,0.0,34.45,85.61,87.86,25.46,207.92
The Roadrunners Citgo - Watertown Ave,15.95,78.16,123.04,104.42,78.59,94.74,188.76,132.52,261.49,208.75,220.83,119.94,135.6,811.01
Tiger Mart #1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.69,84.2,109.91,45.22,37.81,71.77,277.14
Tiger Mart #11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.23,70.03,68.92,168.6,24.22,76.8,331.77
Tiger Mart #15,0.0,0.0,0.0,0.0,26.32,0.0,0.0,18.33,83.19,126.67,91.89,109.65,57.01,411.4
Tiger Mart #16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,70.54,274.21,324.94,249.29,184.13,918.98
Tiger Mart #20,0.0,0.0,0.0,0.0,0.0,0.0,170.91,107.83,133.5,101.38,124.61,89.95,121.36,449.44
Tiger Mart #8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.75,73.86,35.61,221.98,55.47,100.33,386.92
Tiger Mart #9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.91,110.45,56.96,139.0,47.23,83.31,353.64
Top Shelf,217.62,1317.78,1117.39,923.41,1106.22,2115.11,1824.28,1326.25,1574.61,1242.18,1615.83,1032.82,1284.46,5465.44
Truitt St Goose Creek,0.0,52.65,56.18,23.04,62.17,90.48,13.8,43.52,55.93,65.59,33.11,67.89,51.31,222.52
Trumbull Mobil Service Center Inc,102.73,478.72,535.07,611.24,577.72,613.96,697.62,562.64,400.79,394.79,282.47,282.1,461.65,1360.15
Tufts Convenience ,65.89,135.39,62.08,79.8,210.48,213.49,234.72,256.13,190.62,165.26,172.16,40.35,152.2,568.39
U-Stop Convenience Shop 10th & J,0.0,12.65,0.0,0.0,18.81,58.66,20.62,51.67,137.36,58.5,66.77,76.51,45.6,339.14
U-Stop Convenience Shop 13th & South,77.73,354.96,246.6,233.71,218.48,519.0,591.7,506.83,748.23,516.74,494.88,485.54,416.2,2245.39
U-Stop Convenience Shop 14th & Center Park,157.23,303.39,240.37,530.14,410.53,450.83,460.08,465.04,318.63,541.81,480.76,162.99,376.82,1504.19
U-Stop Convenience Shop 17th & Q,145.59,830.08,509.4,701.88,320.15,441.71,728.88,731.25,668.05,621.79,453.17,355.64,542.3,2098.65
U-Stop Convenience Shop 21st & K,131.68,468.46,435.21,738.61,942.07,721.8,955.3,881.89,983.78,876.25,1101.91,599.96,736.41,3561.9
U-Stop Convenience Shop 27th & E,73.57,316.37,280.58,360.09,388.08,431.32,359.01,399.0,314.37,728.9,562.26,387.07,383.38,1992.6
U-Stop Convenience Shop 27th & I-80,13.96,134.09,199.93,338.38,74.68,228.67,215.35,210.34,498.08,190.12,156.79,113.88,197.86,958.87
U-Stop Convenience Shop 27th & Porter Ridge,24.82,193.49,448.51,251.53,397.79,398.17,352.09,621.27,638.42,631.23,636.05,407.86,416.77,2313.56
U-Stop Convenience Shop 27th & Stockwell,32.79,43.24,51.61,210.64,97.88,180.36,52.44,100.54,149.16,119.81,250.77,113.41,116.89,633.15
U-Stop Convenience Shop 33rd & Cornhusker Hwy,115.88,479.5,624.6,740.61,513.09,644.53,1116.56,795.63,1062.72,545.67,616.57,413.15,639.04,2638.11
U-Stop Convenience Shop 33rd & Superior,50.62,407.31,215.19,326.04,356.7,335.89,391.03,555.46,376.09,448.22,472.07,201.6,344.69,1497.98
U-Stop Convenience Shop 48th & Hwy 2,65.88,111.42,89.95,124.55,156.32,165.61,331.26,372.54,350.97,240.16,198.75,220.8,202.35,1010.68
U-Stop Convenience Shop 56th & Old Cheney,68.45,579.2,580.79,450.88,407.72,405.9,536.5,782.9,645.02,439.62,380.72,267.85,462.13,1733.21
U-Stop Convenience Shop 71st & Pioneers,79.56,336.91,294.84,265.07,158.78,274.23,221.59,390.03,393.86,340.06,531.55,183.74,289.18,1449.21
U-Stop Convenience Shop 73rd & Pine Lake,71.0,446.0,358.21,383.96,635.96,688.23,702.79,852.85,572.36,570.52,508.89,262.07,504.4,1913.84
U-Stop Convenience Shop 83rd & O,33.73,397.28,312.94,362.15,373.89,251.65,587.23,413.56,289.15,218.68,192.51,158.12,299.24,858.46
U-Stop Convenience Shop 84th & Hwy 6,42.34,103.7,149.54,81.9,59.33,247.77,180.67,150.62,123.71,84.66,36.05,64.61,110.41,309.03
U-Stop Convenience Shop 84th & Northwoods Dr.,35.21,45.6,74.07,67.32,208.9,311.57,267.95,318.17,233.61,202.04,185.8,15.99,163.85,637.44
U-Stop Convenience Shop Airport,0.0,31.84,43.43,13.05,37.12,0.0,48.56,57.25,84.76,78.26,28.5,31.3,41.28,222.82
U-Stop Convenience Shop Ashland,21.79,0.0,19.21,21.08,61.16,19.87,95.87,0.0,180.92,86.89,81.7,0.0,49.04,349.51
U-Stop Convenience Shop Beatrice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.72,27.72,27.72
U-Stop Convenience Shop Denton Rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.85,86.85,86.85
U-Stop Convenience Shop Highlands,204.34,1018.0,620.26,1024.03,1242.28,820.78,1432.01,1649.77,1807.18,1761.29,1327.1,685.14,1132.68,5580.71
U-Stop Convenience Shop Hwy 77 & 56th-I80,0.0,0.0,0.0,4.99,0.0,0.0,0.0,0.0,0.0,0.0,5.98,0.0,1.22,5.98
U-Stop Convenience Shop U-Stop Market Hickman,0.0,147.43,53.97,134.42,34.77,33.56,26.15,319.1,56.89,179.22,28.95,46.68,96.47,311.74
U-Stop Convenience Shop West O St.,55.12,439.43,329.94,334.81,519.54,237.18,493.91,572.22,736.11,823.39,590.68,281.07,451.12,2431.25
University BP Food Mart,0.0,0.0,0.0,0.0,230.58,1144.25,552.28,997.77,473.87,508.58,624.51,528.54,632.55,2135.5
Valero Food Mart,24.18,92.82,114.2,109.78,61.36,96.07,69.6,11.79,54.31,81.68,61.62,63.75,70.1,261.36
WOW! Kitchen & Gas - Brownstown,10.99,112.86,120.83,100.41,7.97,35.46,27.44,41.84,29.95,77.37,0.0,0.0,47.09,107.32
WOW! Kitchen & Gas - Walled Lake,7.97,63.43,22.42,26.95,43.4,74.78,74.85,106.41,51.92,0.0,14.96,0.0,40.59,66.88
Warrenton Exxon,0.0,0.0,0.0,0.0,61.93,74.09,104.75,192.9,218.21,12.66,119.37,12.38,99.54,362.62
West Fork Market & Grill - Shell Gas Station,25.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0
Westland Fuel Inc Shell (N Middlebelt Rd),0.0,0.0,0.0,0.0,0.0,0.0,49.85,4.99,27.1,127.82,118.03,145.04,78.8,417.99
Westover GC/Subway,0.0,18.12,14.37,0.0,40.13,0.0,0.0,0.0,0.0,0.0,40.39,13.67,11.52,54.06
Westport Exxon,175.99,642.18,422.73,533.47,338.03,514.02,357.4,321.44,344.32,236.34,403.6,373.63,388.6,1357.89
Wickliffe Clark,0.0,128.63,73.77,107.53,217.27,168.2,231.68,104.99,183.25,169.02,205.5,406.59,181.49,964.36
Woodside Goose Creek,14.05,50.79,57.57,29.18,60.4,76.3,37.4,102.36,0.0,21.93,25.93,0.0,39.66,47.86
Yazzy's Market - 1210 Altamont Ave,107.64,181.85,96.56,214.07,219.73,253.73,466.76,515.23,647.86,511.68,163.07,174.96,296.09,1497.57
Yazzy's Market - 127 Erie Blvd,38.23,168.78,102.03,68.59,139.96,89.0,186.99,100.98,73.93,98.82,67.48,79.14,101.16,319.37
Yazzy's Market - 1309 Altamont Ave,28.06,60.99,170.52,201.67,76.47,85.05,197.24,389.77,381.36,241.14,217.2,235.45,190.41,1075.15
Yazzy's Market - 1372 Union Street,80.45,126.97,182.61,116.82,230.19,128.71,108.76,188.77,57.49,145.77,273.01,234.73,156.19,711.0
