store_name,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,Monthly_Avg,YTD_2025
Circle K Carlsbad,0.0,0.0,0.0,0.0,0.0,25.12,338.05,500.72,672.66,845.22,1158.03,619.44,346.6,3295.35
Circle K Franchise (Oscar) - Bear Valley & 3rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.3,16.28,195.3
Circle K Monument,0.0,0.0,176.54,392.7,91.39,152.58,312.15,104.18,122.21,171.95,258.41,60.84,153.58,613.41
Circle K- Civic Energy Center,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.69,144.7,384.28,379.04,197.52,95.6,1105.54
Circle K- Interstate Mobil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.93,4.74,56.93
Circle K- Lakeview Center,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.5,454.34,199.83,311.4,173.45,119.96,1139.02
Clinton Valero,32.54,60.04,57.57,27.17,68.76,104.96,141.8,40.51,75.93,0.0,2.19,8.57,51.67,86.69
Clipper Petroleum #1,178.42,293.88,382.62,639.1,848.47,485.39,461.46,428.41,588.66,517.4,963.99,369.66,513.12,2439.71
Clipper Petroleum #25,0.0,33.82,465.43,287.45,345.77,188.31,254.38,345.32,363.99,155.02,149.99,71.59,221.76,740.59
Clipper Petroleum #26,134.75,148.34,400.68,499.92,429.54,363.69,461.55,294.59,293.58,232.27,206.75,78.73,295.37,811.33
Clipper Petroleum #30,165.78,312.16,307.96,321.6,300.13,379.97,364.48,251.19,348.44,217.75,295.87,306.82,297.68,1168.88
Clipper Petroleum #32,759.84,1358.45,991.73,985.22,770.86,853.15,877.13,1061.09,1353.67,1414.96,1945.68,889.2,1105.08,5603.51
Clipper Petroleum #38,241.97,331.75,564.71,388.88,206.46,169.03,291.61,379.32,207.99,381.4,743.29,501.56,367.33,1834.24
Clipper Petroleum #39,199.87,458.32,603.96,394.96,894.13,581.35,770.91,460.69,621.45,456.38,611.52,399.2,537.73,2088.55
Clipper Petroleum #40,64.27,323.9,163.57,295.23,328.13,456.37,401.01,535.96,412.96,509.02,382.96,279.37,346.06,1584.31
Clipper Petroleum #41,0.0,0.0,0.0,0.0,0.0,0.0,9.88,86.57,91.82,105.9,49.37,25.96,30.79,273.05
Clipper Petroleum #43,0.0,0.0,0.0,0.0,0.0,0.0,143.02,3.29,133.86,17.74,73.49,113.16,40.38,338.25
Clipper Petroleum #45,91.97,206.3,403.3,215.95,222.83,340.89,365.22,401.24,282.64,343.61,518.82,218.06,300.9,1363.13
Clipper Petroleum #47,1835.84,3291.2,3395.34,3659.14,4055.51,3170.75,3768.12,4279.4,5324.57,3904.62,5000.45,3507.1,3766.0,17736.74
Clipper Petroleum #49,235.05,636.77,507.18,559.4,546.98,795.8,797.15,433.41,718.72,629.37,544.03,274.19,556.5,2166.31
Clipper Petroleum #55,557.96,1059.37,1154.4,1065.54,1031.32,1043.08,990.58,1068.6,1280.72,1374.76,1144.38,808.34,1048.25,4608.2
Clipper Petroleum #57,2053.23,3635.58,4246.35,3070.51,1629.26,1532.05,2575.72,2776.05,5035.55,3060.06,3877.63,1883.08,2947.92,13856.32
Clipper Petroleum #60,639.9,942.76,728.36,610.25,1241.27,1198.81,871.54,883.44,1026.73,656.41,959.77,547.0,858.85,3189.91
Clipper Petroleum #64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.98,73.28,35.11,68.39,129.51,26.02,306.29
Clipper Petroleum #7,97.16,86.36,75.18,16.94,99.7,179.61,18.55,162.99,29.61,223.39,321.1,280.14,132.56,854.24
Clipper Petroleum #75,0.0,0.0,0.0,0.0,0.0,0.0,252.47,567.22,510.35,723.62,796.36,245.02,257.92,2275.35
Clipper Petroleum #77,643.12,1058.08,999.61,1521.81,1455.68,1259.71,1186.66,1335.76,1830.44,1177.12,1270.09,416.63,1179.56,4694.28
Clipper Petroleum #91,481.2,715.59,1168.28,897.7,1137.82,825.0,766.22,944.3,1136.02,570.8,1158.59,637.03,869.88,3502.44
Coopers Chicken (Corner Store),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.71,779.3,73.83,886.01
Coopers Chicken (Homedale),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.88,528.0,52.16,625.88
Coopers Chicken (Lakeview Sinclair),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.3,4.19,50.3
Covington Food Mart,0.0,0.0,0.0,0.0,50.04,189.54,334.24,307.42,400.15,272.95,437.26,231.8,185.28,1342.16
Daily Mart,181.62,398.2,598.79,406.95,385.99,389.21,537.69,569.59,706.78,535.56,660.35,336.98,475.64,2239.67
Dairy Queen (909 Kings Hwy),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.8,249.34,25.59,307.14
Danish Gourmet Grill ,77.67,250.16,168.85,289.6,249.87,322.77,268.5,188.35,182.34,244.17,190.03,74.67,208.91,691.21
Dash In - Windsor Mill,73.51,79.5,7.02,35.78,30.13,51.35,132.11,144.07,97.74,133.65,97.42,51.72,77.83,380.53
Davison Fuel Inc Shell (W Davison),0.0,0.0,0.0,0.0,0.0,0.0,91.14,346.63,361.56,472.44,225.13,148.45,137.11,1207.58
Dayville Quick Mart,10.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0
Deerings Market,73.31,99.54,103.17,213.47,311.3,263.96,356.66,86.69,66.96,408.55,115.7,34.22,177.79,625.43
Delmar Tiger Mart & Subway,45.6,24.67,20.4,36.41,37.87,53.64,8.24,0.0,0.0,18.15,45.15,32.24,26.86,95.54
Denton Goose Creek,33.65,110.84,112.05,105.4,80.24,59.87,79.74,52.32,117.45,68.48,240.95,156.61,101.47,583.49
Discount Convenience #5,474.79,811.03,809.03,543.58,506.04,444.88,1255.37,484.88,598.2,1017.23,787.02,569.27,691.78,2971.72
Dollar Plus L.L.C.,144.3,252.95,391.25,278.95,80.25,280.5,126.5,233.6,135.05,158.39,190.05,21.0,191.07,504.49
Don's Xpress Center Central,300.18,1364.84,1733.59,1390.0,2013.81,1687.8,1664.75,1311.85,1555.29,1089.42,1332.33,503.12,1328.92,4480.16
Don's Xpress Center Downtown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.1,193.07,47.21,43.12,57.82,31.69,341.22
Don's Xpress Center Main,0.0,182.56,431.85,573.71,655.7,666.16,533.29,583.8,806.86,780.42,596.48,257.68,505.71,2441.44
Double Kwik - 1036,19.13,23.21,0.0,13.34,0.0,10.16,0.0,0.0,0.0,0.0,0.0,0.0,5.49,0.0
Double Kwik - 1042,0.0,16.99,0.0,0.0,0.0,4.49,16.98,0.0,0.0,0.0,0.0,0.0,3.2,0.0
Double Kwik - 1062,68.97,223.54,261.68,230.74,172.47,184.58,192.68,171.97,403.88,328.93,205.17,187.44,219.34,1125.42
Double Kwik - 1072,22.74,0.0,4.89,8.49,0.0,0.0,53.52,0.0,19.15,0.0,4.29,9.57,10.22,33.01
Double Kwik - 1074,13.46,7.47,49.29,0.59,88.87,95.01,0.0,58.98,0.0,13.98,0.0,49.14,31.4,63.12
Double Kwik - 1076,66.5,38.48,100.64,95.14,31.31,7.18,45.78,0.0,0.0,0.0,61.79,58.9,42.14,120.69
Double Kwik - 1078,15.85,3.58,0.0,39.4,21.82,20.13,97.57,82.77,40.56,23.75,49.56,47.39,36.87,161.26
Double Kwik - 2014,126.66,115.45,141.14,142.27,180.4,149.36,128.14,192.61,27.62,38.57,48.39,47.11,111.48,161.69
Double Kwik - 2024,125.78,195.17,240.0,68.96,304.23,208.17,382.05,182.11,223.55,240.5,221.07,104.61,208.02,789.73
Double Kwik - 2026,28.47,8.66,0.0,77.97,11.27,11.15,26.33,90.27,59.85,27.34,90.11,102.13,44.46,279.43
Double Kwik - 2050,291.7,586.83,388.21,714.37,769.02,469.36,716.72,288.81,474.11,648.0,767.97,324.88,536.67,2214.96
Double Kwik - 2051,256.7,290.92,265.53,325.18,275.17,371.71,346.34,539.57,332.26,220.77,61.83,55.09,278.42,669.95
Double Kwik - 2052,74.99,134.45,76.75,250.92,223.71,368.87,200.28,525.65,225.62,567.7,393.28,234.3,273.04,1420.9
Double Kwik - 2053,76.74,155.27,50.98,334.22,595.94,233.33,254.92,155.58,286.38,92.29,174.88,86.62,208.1,640.17
Double Kwik - 2060,0.0,0.0,0.0,0.0,0.0,0.0,11.98,0.0,0.0,17.98,0.0,0.0,2.5,17.98
Double Kwik - 2062,0.0,106.18,94.07,21.83,37.31,42.76,5.98,38.35,2.09,8.96,16.27,0.0,31.15,27.32
Double Kwik - 2070,0.0,16.99,2.29,20.66,16.82,36.38,0.0,81.61,57.06,88.68,7.98,6.78,27.94,160.5
Double Kwik - 2074,0.0,0.0,0.0,0.0,10.96,0.0,24.17,0.0,0.0,0.0,104.61,0.0,11.65,104.61
Double Kwik - 2076,100.05,710.86,530.15,450.46,354.72,481.55,419.44,205.69,234.04,468.63,264.6,191.53,367.64,1158.8
Double Kwik - 2077,39.47,6.08,64.0,29.59,73.67,41.29,73.27,52.47,4.09,108.91,171.38,82.02,62.19,366.4
Dunn Loring Sunoco,151.98,312.98,267.05,201.08,132.62,254.51,370.95,132.21,140.25,154.74,71.17,8.99,183.21,375.15
E-Z Liquors,36.48,76.95,298.36,199.89,44.97,136.96,0.0,385.52,216.92,429.94,184.35,31.98,170.19,863.19
E-Z Quick Food Market,0.0,19.55,21.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.99,0.0,4.1,7.99
EZ Streett - Canton,33.01,94.29,154.81,76.51,87.75,116.06,147.15,56.81,102.77,60.17,84.78,28.82,86.91,276.54
Eagle Gas & Food Market,139.42,160.74,217.11,168.21,328.89,527.37,521.7,244.09,556.4,349.35,573.4,94.3,323.42,1573.45
Eagle Stores (Fairborn),0.0,0.0,0.29,0.0,0.0,0.0,58.15,382.0,1185.94,672.23,1122.21,816.7,353.13,3797.08
Eagle Stores (Killbuck Marathon),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.74,0.0,1.89,22.74
Eagle Stores (Lancaster),0.0,0.0,0.29,70.35,51.29,167.06,355.78,200.25,141.69,101.14,54.56,0.0,95.2,297.39
East Spring Market,46.68,101.17,87.97,0.0,0.0,0.0,32.77,36.52,31.11,13.05,33.33,5.47,32.34,82.96
Easy Stop #3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.48,47.93,0.0,0.0,0.0,5.12,47.93
Elm Street Mobil ,0.0,0.0,21.66,0.0,0.0,0.0,0.0,15.18,0.0,0.0,0.0,0.0,3.07,0.0
Elyria Sunoco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.98,0.0,0.83,9.98
Energy Mart 1 - Four Seasons,357.6,713.98,472.12,376.15,607.7,283.09,485.3,505.31,400.89,398.38,625.27,412.1,469.82,1836.64
Energy Mart 10 - Long Shoals Rd,546.01,958.62,869.23,1549.46,2541.48,1043.48,2009.05,2354.77,3771.95,2990.12,3636.9,2275.89,2045.58,12674.86
Energy Mart 11 - Black Mountain,267.22,197.22,255.9,229.21,368.72,125.89,255.17,118.7,596.96,342.19,346.69,148.65,271.04,1434.49
Energy Mart 2 - Haywood Rd,55.23,182.29,88.96,170.21,86.19,161.7,112.1,159.93,491.1,120.3,339.25,81.65,170.74,1032.3
Energy Mart 3 - Brevard Rd,12.66,117.73,59.27,71.39,317.97,139.68,172.18,110.78,381.26,284.71,104.3,98.37,155.86,868.64
Energy Mart 4 - Rosman Hwy,228.18,90.82,115.93,78.47,245.5,46.13,186.47,199.59,268.9,265.47,323.73,62.57,175.98,920.67
Energy Mart 8 - Upward Rd,27.16,150.4,106.7,280.71,331.62,347.39,172.96,282.04,431.58,343.9,204.39,207.42,240.52,1187.29
Exxon Belcamp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.78,31.23,23.61,14.37,14.87,9.91,84.08
Exxon Constant Friendship,5.59,46.64,54.65,52.72,0.0,0.0,8.25,40.42,13.98,0.0,42.94,28.56,24.48,85.48
Exxon Edgewood,18.04,49.8,22.81,66.83,9.77,62.57,32.97,47.67,26.8,21.23,43.88,0.0,33.53,91.91
Exxon Macphail,25.91,41.05,0.0,50.51,25.91,20.02,63.21,0.0,31.23,0.0,24.92,24.56,25.61,80.71
Exxon Old Bridge,95.05,315.0,475.18,423.72,350.7,277.96,311.43,361.27,308.57,161.08,108.96,97.87,273.9,676.48
Fair Road Sunoco,6.58,16.24,0.0,0.0,0.0,0.0,22.91,3.49,25.71,0.0,0.0,22.21,8.1,47.92
Fairlakes Convenience,93.42,274.47,172.39,200.62,178.63,110.19,156.56,145.85,148.73,218.86,102.15,33.51,152.95,503.25
Fast Break Corner Store,799.97,1469.8,1333.35,1122.85,1734.74,1526.84,1426.15,629.79,1217.62,1506.22,2277.48,1287.78,1361.05,6289.1
Fastbreak Convenience Store - 97 Market,197.82,415.84,518.65,720.4,682.66,690.39,609.22,536.51,481.59,699.52,538.83,171.15,521.88,1891.09
Fastbreak Convenience Store - Ashland Hills,11.56,38.47,53.39,8.87,36.78,16.64,56.13,51.21,8.17,30.48,83.0,29.75,35.37,151.4
Fastbreak Convenience Store - Homedale Fastbreak,554.69,711.61,846.17,871.96,787.0,838.37,1366.05,1227.51,699.51,756.73,692.21,353.15,808.75,2501.6
Fastbreak Convenience Store - Pine St. Market,53.06,92.29,69.9,71.5,112.27,248.06,364.86,205.24,184.47,165.17,159.05,180.82,158.89,689.51
Fastbreak Convenience Store - Stewart Ave Market,140.18,219.11,226.1,437.84,161.98,579.07,520.23,480.08,371.53,413.3,855.58,272.67,389.81,1913.08
Felton Goose Creek & Subway,40.6,40.6,46.28,51.45,54.52,39.28,17.56,41.04,54.1,85.58,80.77,27.02,48.23,247.47
Fenwick Goose Creek and Subway,0.0,10.63,0.0,20.3,0.0,0.0,21.82,33.79,15.82,19.74,0.0,2.29,10.37,37.85
Flatshoals Food Store,0.0,0.0,0.0,0.0,99.13,694.51,844.17,1282.1,2096.04,973.73,849.81,652.98,624.37,4572.56
Foxboro Mobil,107.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.99,0.0
Gas Express (10251 Chantilly Pkwy),0.0,0.0,0.0,0.0,0.0,41.67,30.99,85.06,105.9,150.32,174.46,68.7,54.76,499.38
Gas Express (4303 S Court St),0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.02,381.85,666.67,381.07,64.5,133.09,1494.09
Georgetown Sunoco,106.58,171.68,182.55,74.79,133.67,146.44,30.88,49.98,56.1,156.28,173.62,52.86,111.29,438.86
Glen Burnie Mobile,15.04,34.98,28.45,45.44,27.07,39.64,33.31,46.77,90.04,4.98,19.99,27.73,34.45,142.74
Greenwich Petroleum Inc,31.96,93.68,43.43,46.42,114.57,85.89,119.35,142.77,81.91,47.35,82.93,46.97,78.1,259.16
Gud2Go,71.21,51.09,46.39,33.57,48.96,112.88,31.06,77.87,22.03,119.7,52.65,0.0,55.62,194.38
H1 Energy #1,11.57,40.94,18.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,0.0
H1 Energy #3,10.56,16.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,0.0
H1 Energy #4,0.0,59.01,20.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.63,0.0
HD Travel Center,131.65,194.63,37.94,99.52,100.02,139.54,220.15,144.34,185.42,33.92,115.33,41.68,120.35,376.35
Hillside Shell,2.79,19.12,14.34,0.0,0.0,2.59,10.16,6.93,0.0,0.0,0.0,0.0,4.66,0.0
Hop In (2700 N University Ave),0.0,0.0,0.0,0.0,0.0,0.0,28.4,0.0,0.0,0.0,0.0,0.0,2.37,0.0
Hop N Shop #14,0.0,36.26,49.08,90.38,79.96,41.43,89.65,14.97,22.13,14.95,0.0,0.0,36.57,37.08
Hop N Shop #16,0.0,22.43,96.27,163.17,122.91,149.92,62.7,44.06,26.6,110.36,164.21,0.0,80.22,301.17
Hop N Shop #18,0.0,1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0
Hop N Shop #19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.39,0.45,5.39
Hop N Shop #6,0.0,0.0,13.26,0.0,0.0,0.0,0.0,48.27,17.45,0.0,0.0,0.0,6.58,17.45
Hop N Shop #7 (Kent's Travel Center),0.0,5.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.9,0.0,0.0,3.47,35.9
Humdingers #15,112.2,179.33,399.97,211.54,194.07,89.46,151.34,84.19,144.14,172.93,144.56,57.8,161.79,519.43
Humdingers #17,14.75,26.41,12.99,86.11,201.01,117.44,19.57,39.16,51.17,33.22,51.82,15.98,55.8,152.19
Hurlock Goose Creek & Subway,0.0,0.0,29.19,42.89,2.41,0.0,28.85,5.37,33.47,40.41,41.47,25.01,20.76,140.36
Idylwood Mart,132.51,367.52,251.0,443.02,554.36,67.24,327.03,133.12,176.83,183.69,156.74,34.81,235.66,552.07
Isabella Tiger Mart & Subway,11.83,40.16,23.69,11.28,37.73,19.07,41.03,69.98,12.27,5.08,58.7,0.0,27.57,76.05
Issaquah Chevron,106.47,221.93,423.07,237.75,221.63,248.59,212.47,266.58,502.97,379.76,513.55,170.51,292.11,1566.79
J and J Grocery,40.75,82.65,133.99,73.27,23.43,118.78,204.89,266.79,43.66,4.99,17.14,0.0,84.19,65.79
Jack's Convenience #5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.97,0.0,0.0,0.0,0.0,1.0,0.0
Jacksons Food Stores #10,0.0,0.0,234.84,483.57,419.06,681.44,1197.31,817.55,879.33,762.97,532.01,151.18,513.27,2325.49
Jacksons Food Stores #105,712.93,3760.05,3603.6,3181.81,3752.29,3689.81,4741.95,4939.61,5415.59,4029.2,4413.45,1552.34,3649.39,15410.58
Jacksons Food Stores #117,0.0,773.29,2175.83,1985.77,1275.6,2176.87,3254.2,3109.36,3232.17,3441.3,2800.97,1480.48,2142.15,10954.92
Jacksons Food Stores #118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.23,1226.89,978.48,195.72,2348.6
Jacksons Food Stores #119,904.04,1088.67,852.63,967.66,1154.21,1370.37,1254.57,1438.44,985.05,1303.82,1605.96,877.96,1150.28,4772.79
Jacksons Food Stores #120,1151.71,1256.79,1163.56,1064.07,1123.64,1144.72,1289.36,1789.21,1843.16,1397.66,1415.28,288.36,1243.96,4944.46
Jacksons Food Stores #125,0.0,222.55,570.8,524.07,964.29,1167.74,1549.77,1087.92,1849.63,1219.73,1659.45,388.64,933.72,5117.45
Jacksons Food Stores #127,0.0,0.0,0.0,153.78,559.55,176.26,465.65,588.91,486.17,681.7,708.35,366.42,348.9,2242.64
Jacksons Food Stores #13,144.09,452.0,666.93,611.27,632.49,429.86,357.82,414.42,706.08,350.98,697.35,198.48,471.81,1952.89
Jacksons Food Stores #137,0.0,0.0,0.0,0.0,16.85,20.52,53.24,75.48,79.21,126.24,118.44,44.09,44.51,367.98
Jacksons Food Stores #139,0.0,0.0,0.0,184.74,339.52,369.8,496.63,371.61,683.38,758.68,1159.76,328.66,391.07,2930.48
Jacksons Food Stores #14,17.13,95.02,133.58,208.37,302.9,429.99,408.8,556.08,605.44,394.88,372.87,199.29,310.36,1572.48
Jacksons Food Stores #143,0.0,23.98,53.98,9.78,13.07,27.13,32.41,69.24,319.95,140.41,162.99,32.75,73.81,656.1
Jacksons Food Stores #144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.18,1341.6,955.53,198.78,2385.31
Jacksons Food Stores #145,0.0,0.0,0.0,17.45,160.5,92.8,189.75,87.08,196.67,378.93,261.58,54.74,119.96,891.92
Jacksons Food Stores #147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.39,158.02,155.53,38.83,465.94
Jacksons Food Stores #148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.96,475.95,386.99,73.33,879.9
Jacksons Food Stores #149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.38,356.17,626.92,87.87,1054.47
Jacksons Food Stores #160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.35,2113.1,1399.83,308.27,3699.28
Jacksons Food Stores #162,606.55,650.68,937.84,557.39,372.31,739.32,768.08,1196.02,1150.58,1034.44,749.11,405.79,764.01,3339.92
Jacksons Food Stores #163,0.0,0.0,0.0,29.91,114.53,126.85,174.27,181.83,282.57,192.04,265.08,70.22,119.77,809.91
Jacksons Food Stores #164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.77,848.53,717.63,144.08,1728.93
Jacksons Food Stores #166,742.46,989.61,889.35,888.82,1223.03,1327.37,1345.88,1913.04,3792.65,2767.34,2925.31,2564.21,1780.76,12049.51
Jacksons Food Stores #167,1745.19,1725.59,1129.71,2024.72,2058.15,2244.89,2540.58,2959.46,3890.13,2500.87,2756.61,1029.62,2217.13,10177.23
Jacksons Food Stores #168,431.63,1005.22,848.03,575.7,973.41,880.64,1374.16,1631.46,1503.0,2153.74,1208.91,509.16,1091.25,5374.81
Jacksons Food Stores #169,0.0,0.0,0.0,50.41,176.23,196.44,181.32,273.52,345.56,285.14,398.4,169.78,173.07,1198.88
Jacksons Food Stores #170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.01,394.43,379.52,70.16,841.96
Jacksons Food Stores #173,110.98,282.73,183.67,194.03,166.37,298.14,474.98,197.96,245.25,587.41,469.29,159.48,280.86,1461.43
Jacksons Food Stores #176,46.78,44.97,19.99,0.0,6.29,16.49,67.38,117.34,34.21,259.21,61.96,27.02,58.47,382.4
Jacksons Food Stores #179,298.11,930.05,582.5,462.24,696.06,860.57,827.11,895.85,975.53,1193.52,776.76,301.55,733.32,3247.36
Jacksons Food Stores #18,0.0,0.0,0.0,54.23,256.82,332.16,348.28,360.8,782.31,439.49,643.03,538.85,313.0,2403.68
Jacksons Food Stores #183,0.0,236.23,459.92,696.62,588.78,831.46,753.59,1066.22,970.91,1307.84,1176.89,407.98,708.04,3863.62
Jacksons Food Stores #184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.31,167.42,150.61,29.11,349.34
Jacksons Food Stores #196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.38,148.17,155.66,38.43,461.21
Jacksons Food Stores #198,1196.11,2225.89,1701.14,1037.8,1027.63,1503.21,1580.35,1807.75,2456.66,2009.09,3117.25,1449.86,1759.4,9032.86
Jacksons Food Stores #2,1662.14,2500.87,2683.53,3019.4,3352.22,3107.16,3759.99,4530.0,4136.15,3527.27,5278.84,2790.36,3362.33,15732.62
Jacksons Food Stores #200,0.0,295.6,710.33,1303.04,1167.46,1076.33,1541.43,1465.13,1631.64,1996.83,1469.59,827.35,1123.73,5925.41
Jacksons Food Stores #21,0.0,0.0,0.0,93.73,228.05,277.98,180.47,304.83,295.09,437.4,277.79,153.6,187.41,1163.88
Jacksons Food Stores #22,1207.52,1003.71,1312.29,1266.95,1028.57,1467.27,1480.45,1700.89,1967.94,1868.1,1676.6,583.5,1380.32,6096.14
Jacksons Food Stores #23,0.0,0.0,0.0,83.4,112.25,96.36,110.28,150.07,157.98,436.77,435.6,161.45,145.35,1191.8
Jacksons Food Stores #237,220.46,312.18,246.09,240.92,152.23,252.75,180.34,356.53,191.85,333.86,312.81,101.74,241.81,940.26
Jacksons Food Stores #240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.25,597.47,554.3,99.83,1198.02
Jacksons Food Stores #243,378.63,835.62,591.8,739.8,424.73,884.07,672.95,503.7,755.7,1112.35,1056.82,373.26,694.12,3298.13
Jacksons Food Stores #245,704.89,641.54,656.8,982.08,665.5,680.58,762.66,1344.75,1518.22,1453.09,1866.8,769.81,1003.89,5607.92
Jacksons Food Stores #25,160.49,493.66,598.32,823.69,1238.61,1114.66,1293.81,1356.87,1260.64,1126.74,1024.08,270.87,896.87,3682.33
Jacksons Food Stores #26,2453.05,2648.21,3059.65,2330.39,2756.54,2938.21,3393.79,3844.37,4324.69,3452.92,2442.16,944.37,2882.36,11164.14
Jacksons Food Stores #27,0.0,0.0,0.0,239.24,298.7,251.52,549.02,346.1,373.83,257.18,625.76,249.61,265.91,1506.38
Jacksons Food Stores #28,1002.7,1139.47,2038.83,2377.43,1946.97,2368.43,2407.18,3204.17,3758.86,3634.96,3979.29,1631.64,2457.49,13004.75
Jacksons Food Stores #3,86.66,155.9,296.39,98.58,26.05,60.05,7.98,26.32,30.51,119.66,0.0,0.0,75.67,150.17
Jacksons Food Stores #30,0.0,0.0,0.0,0.0,0.0,63.55,804.08,923.8,850.76,718.2,721.1,421.46,375.25,2711.52
Jacksons Food Stores #31,409.36,782.43,1010.1,755.46,1334.55,1542.47,1175.52,1226.42,1364.2,1865.48,2547.38,700.08,1226.12,6477.14
Jacksons Food Stores #32,0.0,0.0,0.0,73.51,215.92,103.72,147.23,144.47,243.28,461.43,564.7,205.33,179.97,1474.74
Jacksons Food Stores #33,0.0,0.0,0.0,44.85,157.85,144.19,312.21,450.8,544.57,593.43,868.59,653.06,314.13,2659.65
Jacksons Food Stores #34,900.92,960.46,707.99,681.61,831.02,700.39,945.22,1255.9,1676.05,1680.47,1935.09,939.12,1101.19,6230.73
Jacksons Food Stores #35,0.0,0.0,1221.9,2165.31,2320.34,2900.76,4016.9,4214.64,5569.57,3706.56,4561.31,1705.38,2698.56,15542.82
Jacksons Food Stores #4,89.44,97.94,77.11,128.28,19.99,0.0,75.04,43.3,82.27,107.64,217.19,6.88,78.76,413.98
Jacksons Food Stores #49,50.61,334.24,275.88,251.31,165.6,83.95,759.02,555.05,341.2,429.02,446.56,410.71,341.93,1627.49
Jacksons Food Stores #50,0.0,92.59,171.81,190.41,390.02,278.92,207.63,421.37,477.26,433.06,424.6,561.74,304.12,1896.66
Jacksons Food Stores #51,835.5,1060.72,1128.2,1472.24,1218.01,1307.64,1850.36,2362.26,2818.44,2797.51,2504.69,934.66,1690.85,9055.3
Jacksons Food Stores #53,370.55,657.23,704.34,875.7,548.58,971.8,1059.28,1459.41,1836.01,2068.4,2452.5,1203.9,1183.97,7560.81
Jacksons Food Stores #54,1527.59,1672.53,1788.66,1747.97,1234.73,1854.16,2691.31,2633.47,2729.89,2518.24,2314.47,1154.09,1988.93,8716.69
Jacksons Food Stores #57,90.68,333.06,468.07,604.24,392.91,201.73,742.37,1169.88,717.35,551.99,680.39,497.89,537.55,2447.62
Jacksons Food Stores #59,2775.12,3591.95,3070.46,2612.3,3266.75,4312.36,5195.19,6785.06,8256.45,5346.17,4840.65,2181.86,4352.86,20625.13
Jacksons Food Stores #60,0.0,0.0,979.69,1575.47,2044.17,3300.78,3391.58,4391.76,3668.64,4140.27,5480.14,2512.26,2623.73,15801.31
Jacksons Food Stores #607,1081.36,1511.5,1259.21,1483.02,908.71,747.24,974.49,1939.28,2560.92,2662.47,2399.7,933.53,1538.45,8556.62
Jacksons Food Stores #61,528.66,687.09,664.13,489.86,684.2,548.86,977.21,1107.46,972.93,996.63,1416.69,786.69,821.7,4172.94
Jacksons Food Stores #615,544.09,943.62,539.28,194.54,511.55,476.53,580.18,864.09,1257.22,944.94,1672.15,705.97,769.51,4580.28
